Timestamp [ms],	Network received throughput [KB/s],	Network transmitted throughput [KB/s],	CPU usage [%],	Memory usage [KB],	Disk read throughput [KB/s],	Disk write throughput [KB/s]
1376338248,29473.40000000004,44336.66666666671,11.411197392388067,738103.8400920334,76452.0,40639.5
1376338548,35403.09999999991,46983.73333333339,11.41454019269487,707864.9076790336,64968.0,43663.46666666667
1376338848,30833.642857142895,44532.9190476191,10.111666760822825,681001.2726734878,76830.86666666668,12775.5
1376339148,29832.178571428587,40627.633333333404,10.81801250051358,644393.3006779249,94405.13333333332,8038.333333333334
1376339448,25666.43849206352,34621.98611111113,12.332749742947112,682702.0406725093,232997.7454545455,26813.8
1376339748,27680.600000000046,35981.933333333356,12.702167817083708,719328.5625539254,150752.9090909091,58597.53333333332
1376340048,28654.200000000004,22959.73333333338,12.297179680759283,699784.2675870011,73023.06666666668,50247.8
1376340348,31729.716666666645,26204.516666666746,12.01278520755443,738769.3401207939,62849.2,39991.333333333336
1376340648,30526.954845154825,23836.534398934447,12.405520595967664,752875.9844839091,71324.59999999999,48599.66666666666
1376340948,38093.79999999991,30357.00000000007,12.197215032115821,778421.191371872,60965.46666666666,11123.733333333335
1376341248,33695.79999999996,26675.36666666671,12.281078036621611,753538.7327006032,75198.79999999999,24734.266666666666
1376341548,44737.3333333333,52844.53333333336,11.527239718147841,749877.1851596191,58838.06666666666,14790.533333333333
1376341848,35685.39999999996,46950.40000000002,11.642625946697336,769409.8872591302,80787.79999999999,37637.8
1376342148,35498.585714285764,46495.371428571496,12.814447406083515,778409.9992357938,80540.26666666668,24274.6
1376342448,29120.319047619043,31196.01904761908,13.093011216566008,844750.5458728785,85386.8,6047.266666666666
1376342748,65971.00000000001,47711.06666666653,12.311152454223004,800241.0809318383,94960.53333333333,24838.73333333333
1376343048,38562.800000000025,20259.533333333362,12.343813512606651,748262.7211964338,133133.46666666667,7503.933333333332
1376343348,50825.56666666669,34786.53333333338,11.24983762343018,743849.3515099238,83599.86666666668,8192.6
1376343648,46241.366666666676,27720.53333333336,10.920839325088675,693079.4061547307,83555.06666666668,11423.666666666668
1376343948,44543.133333333266,21433.738095238125,10.976725368749758,628556.8558280949,68381.13333333332,38975.53333333333
1376344248,49623.39999999991,23291.933333333345,10.109492138817014,629979.7603106132,68388.86666666668,36457.5
1376344548,53614.38827838811,27323.04029304036,10.36840675801528,609464.5845268908,68370.86666666668,37929.53333333333
1376344848,45540.333333333365,28283.533333333395,10.387468072503673,700950.7667858172,68400.79999999999,21675.13333333333
1376345148,79169.4666666664,37799.00000000005,9.906238615664854,694063.6551049761,75561.66666666669,121550.0
1376345448,41773.2,20025.266666666677,10.604691544434866,627377.5859649128,73893.46666666666,20780.266666666666
1376345748,41744.86666666672,17187.833333333347,10.710314806825806,634417.1829738277,59519.93333333332,7852.533333333334
1376346048,44983.51538461538,18078.469230769253,10.63665901433913,655352.3923415091,83863.73333333334,7677.2
1376346348,52993.33150183157,17332.64487179489,11.00493067473224,632292.365246029,106086.13333333332,8850.800000000001
1376346648,63756.06666666665,19964.03333333334,10.618556466302376,653096.3851596203,62909.99999999999,8605.4
1376346948,133469.79999999955,23230.800000000032,9.860528712491643,685391.7855622668,80087.33333333331,8180.733333333334
1376347248,104480.66666666642,24396.333333333347,9.82031744319816,659461.2883520268,50800.33333333333,7288.799999999997
1376347548,63216.01538461532,20897.948717948762,10.55530818165634,643178.3310900197,81423.06666666668,7840.533333333333
1376347848,43826.799999999945,20546.60000000002,10.290271186846894,710774.5744032215,72715.53333333333,7166.466666666666
1376348148,36832.26666666669,20237.733333333374,10.6309785734829,636708.3437446068,56308.06666666666,7988.866666666668
1376348448,39682.266666666656,24074.40000000003,10.937239957818052,635683.464365832,80665.06666666668,7052.533333333333
1376348749,76851.59999999992,65553.53333333335,10.483689842776357,735477.135231521,74723.73333333332,76257.00000000001
1376349049,81190.65238095236,77188.4904761905,10.237166259227315,669943.2651793415,284520.65555555554,95314.8
1376349349,70373.0666666667,93849.93333333332,11.265487489214847,643884.0388840962,196228.07575757575,97848.86666666668
1376349649,77492.39999999994,70304.59999999996,10.912420908829464,771065.815358068,101615.78571428572,96065.0
1376349949,66803.15714285715,61833.099999999984,10.66086241046606,659740.9642631175,76393.73333333334,97812.6
1376350249,63580.93333333338,61796.93333333335,11.372575136612037,631598.4632729355,100569.75555555554,63932.93333333332
1376350549,52952.147619047675,60040.53333333335,10.351779893723387,764508.4763548214,129572.6,63008.8
1376350849,58280.733333333425,74256.23333333332,10.136612621033477,676977.051251078,252129.66666666672,48455.4
1376351149,50022.77344322347,55724.435897435884,11.268926355137527,625577.0311219408,372078.3904761905,59434.0
1376351449,57730.19999999999,66462.93333333332,10.97690118397086,758090.6029335626,170202.19999999998,61520.13333333332
1376351749,52414.40000000007,63637.46666666667,10.596644274620985,627374.4913431118,894985.2589743589,67655.93333333332
1376352049,68745.26666666668,63194.233333333366,11.351409260857064,604430.2591889579,618253.7333333333,58101.13333333334
1376352349,76557.13333333338,72513.33333333331,10.417431813824203,798297.0882945064,151536.8,65990.13333333332
1376352649,61636.81904761905,78853.10476190477,10.036475581029086,631392.4766835114,170595.66666666663,64579.8
1376352949,47805.00000000005,66386.66666666663,11.397072428338612,594301.0639056659,142995.0,58767.33333333332
1376353249,51762.33333333335,58006.26666666668,11.134833069696123,751444.4594765593,225421.0205128205,75855.53333333333
1376353549,53329.866666666676,73243.73333333335,10.777007837215992,607665.472993961,145322.26666666663,71040.13333333332
1376353849,55977.93333333337,66121.99999999999,11.485626378103747,573065.137302272,172394.02164502162,38854.2
1376354149,49577.466666666696,68148.13333333335,10.098481090020135,778375.5027897619,70471.26666666666,36545.93333333334
1376354449,51267.266666666714,56544.799999999996,9.733837239957824,604206.7581248201,74794.8,40639.93333333333
1376354749,43440.40454545459,46988.55064935063,11.264281052568379,573814.9678192964,70266.26666666666,38617.0
1376355049,48999.39999999997,49912.73333333336,10.853705900680685,732174.4306010922,89474.06666666668,38248.333333333336
1376355349,53519.45000000004,57002.866666666676,10.562855311091951,604794.3887259136,71190.93333333332,36072.0
1376355649,57067.06666666666,61972.87142857144,11.504916834435845,578922.0438308879,65969.46666666666,35500.6
1376355949,61503.03333333322,80048.79999999999,10.310372926852661,801978.4846706942,79767.13333333332,18040.866666666665
1376356249,52348.866666666654,57724.133333333346,9.878678937781634,655104.0414150127,108489.93333333332,8054.466666666666
1376356549,47583.20562770566,60771.958874458884,11.26750239203326,630034.4621374612,116233.26666666668,12721.666666666664
1376356849,34126.63333333333,85124.20000000001,10.83017945109728,771656.6730672832,172028.66666666663,7147.533333333333
1376357149,32241.733333333366,75198.86666666664,10.618224523056295,638286.9289617477,109479.66666666666,17258.466666666667
1376357449,30780.500000000022,82966.46666666666,11.246180255967808,612981.2817946501,97411.26666666666,9450.2
1376357749,73095.29999999996,146666.2666666666,10.143739214840387,770953.7184929542,74757.79999999999,8290.133333333333
1376358049,75717.46666666665,140716.4666666665,9.657679632825243,619042.1735979298,68369.2,7874.666666666668
1376358349,38451.46703296708,102780.90622710618,10.976844176698593,587471.6233205963,64680.53333333332,12710.066666666666
1376358649,34344.2666666667,101677.66666666667,10.598496668584046,758317.7826862234,75500.0,10138.0
1376358949,35054.53333333336,86688.06666666665,10.585580241587584,626564.8735116477,80896.26666666666,7512.466666666667
1376359250,32456.066666666724,96682.5666666667,11.567667888984758,579778.3867702045,66467.46666666666,12495.4
1376359550,54612.59999999991,59679.06666666669,10.831559174575782,760627.6679896449,72803.6,11834.466666666667
1376359850,70307.46666666676,100539.53333333312,9.657193102291263,674353.4274374468,69569.9,7718.0
1376360150,70404.40000000015,83321.7999999999,10.823596131722757,606656.9056082835,77252.4,25838.26666666667
1376360450,71559.67619047621,77369.77619047604,10.58081499856199,746759.740449484,63521.8,29754.73333333333
1376360750,65976.20000000016,68879.26666666647,10.703323027514138,625171.0479148686,64665.0,7755.466666666667
1376361050,21889.44761904766,33920.752380952414,11.141647321856576,587508.5800073942,67043.6,48461.6
1376361350,25129.066666666702,41965.06666666667,10.428223564375434,714175.3571469651,78497.13333333332,56318.53333333332
1376361650,27874.262637362703,48831.190842490854,9.438558657572907,651404.0673569161,64467.13333333332,55056.06666666667
1376361950,23339.30622710626,36638.87619047618,10.733988060999511,601217.6146102961,85128.13333333332,26607.8
1376362250,24980.53333333337,30809.833333333354,10.450047934042756,743993.7490940469,137455.2,57295.66666666666
1376362550,25318.019047619087,25041.41904761906,10.426338258556248,617791.0870619165,148925.26666666663,56863.53333333332
1376362849,23427.547619047666,31848.2190476191,11.314843803497833,588084.1786268945,155592.40000000002,59860.6
1376363149,69225.26666666643,90197.3999999999,10.512363987153694,772565.732297958,175556.2916666667,58482.06666666666
1376363449,54449.13333333346,65164.19999999981,9.457553206787477,671861.6766177743,182178.0,61278.8
1376363749,23989.01794871801,26170.374358974354,10.764966976868395,590261.757968692,166744.46666666667,37093.86666666667
1376364049,26145.466666666674,26858.400000000016,10.553698111398733,740655.2924935283,156921.59166666667,40335.2
1376364349,20494.33333333336,22245.066666666662,10.397397780653835,627279.2421052642,124317.0,38234.8
1376364650,24887.2666666667,27466.666666666653,11.05672394784777,582834.9531205053,69154.4,37533.86666666666
1376364950,41817.49047619048,67128.78571428572,10.372068191311623,727834.5865812068,87118.0,40167.86666666667
1376365250,39325.200000000026,53735.266666666656,9.281010928961761,646149.9893011218,89119.86666666668,21656.13333333333
1376365550,32694.333333333376,49449.6,10.50559510114083,564794.2631003736,90331.73333333334,22287.866666666665
1376365850,35127.80952380955,47145.585714285735,10.45760319514635,747452.635950533,92099.06666666668,23904.4
1376366150,33689.133333333375,49930.69999999997,10.50357647876523,649672.5683060103,92495.93333333332,24707.4
1376366450,32203.885714285752,39925.280952380905,10.956543878772349,569384.2318714197,90171.66666666666,22422.4
1376366750,41863.01904761916,51250.290476190465,10.957886947560157,731198.7448950233,89996.53333333333,22175.533333333336
1376367050,32516.17142857147,40016.79047619046,9.427409327622364,695937.3539422327,73163.0,16695.93333333333
1376367350,35184.93333333337,40706.733333333344,10.546737489214847,610197.8112165667,86658.2,31488.13333333333
1376367650,31944.534310134324,35688.19938949941,10.419011506899809,758780.0407704464,218016.26666666663,16152.933333333334
1376367950,27351.495238095227,34433.43333333331,10.663355109084208,655164.9138912864,122956.46666666665,23986.066666666666
1376368250,23428.06666666671,35334.79999999998,11.076823291151394,607172.2487201609,72446.33333333331,24636.86666666667
1376368550,31409.26666666665,25959.80000000003,10.458773213772139,703130.3285097984,323232.95,26511.46666666667
1376368850,33596.532967033,27015.214652014663,9.155719183151238,686553.7820591829,303812.2666666667,19554.33333333333
1376369150,33745.36666666667,25797.06666666668,9.943134047550577,598904.0227207361,274406.6,11034.466666666667
1376369450,38337.82424242423,41932.88658008661,10.313920092107129,723167.2369941254,114999.53333333335,18928.666666666668
1376369750,34088.98095238095,56662.2141025641,10.936921077915503,685147.1391113333,106335.46666666666,20376.86666666667
1376370050,30023.537345987424,55136.237096237084,12.601878474559681,687853.4720856367,81389.93333333332,14852.8
1376370350,39630.466666666565,60732.33333333336,12.694225745374379,821021.8178889854,73838.6,23331.66666666667
1376370650,37174.666666666664,61309.400000000016,10.920782403412913,830416.5229795787,89907.26666666666,24556.6
1376370950,36472.371428571416,59759.657142857126,10.924553015051298,688001.6238136328,77467.46666666666,19711.400000000005
1376371250,37364.36538461543,40860.82362637363,10.629265710202963,799494.0333802522,263180.06666666665,7483.333333333332
1376371550,30563.533333333336,24938.566666666688,10.689743313201047,752578.9462180039,306670.26666666666,7905.333333333332
1376371850,28895.230502830553,22976.26864801866,11.945828770381194,731451.793706208,304079.4,7028.4
1376372150,33142.53333333331,27052.400000000016,12.105081607707826,757109.764969801,185462.06666666668,8251.933333333332
1376372450,36532.099999999984,26148.152380952415,11.253003238971743,777203.0453346485,68370.13333333332,7615.866666666668
1376372750,35683.399999999994,31175.666666666686,10.81475409836067,699910.7301696865,68385.66666666666,7512.6
1376373050,33729.06666666664,28173.133333333353,10.888694756015745,776535.7666954271,68379.86666666668,7777.266666666666
1376373350,36830.66666666667,29236.166666666693,11.21482719777589,781659.0764452113,68369.66666666666,8350.933333333332
1376373651,33234.7641025641,37579.609890109896,11.996689555172095,733491.5610008641,68415.0,9125.066666666668
1376373951,36430.799999999894,35972.73333333337,12.245816556418383,766737.8853034229,68390.0,11831.266666666668
1376374251,34729.316666666666,32540.71666666669,10.929034248873574,815973.241990222,68370.2,7379.733333333334
1376374551,32738.457142857133,31905.161904761924,10.358856413574937,731979.3513948799,68384.46666666667,9269.600000000002
1376374851,30364.86969696973,23180.40562770566,10.317250309727688,666096.713755384,68384.79999999999,7461.533333333333
1376375151,28687.31904761905,17314.757142857165,10.652293601147683,622347.5589629813,68369.73333333334,7792.0666666666675
1376375451,27230.009523809556,18203.747619047634,11.201205027596341,577015.9462426552,78436.06666666668,7149.400000000002
1376375751,29544.41428571433,18800.87142857144,11.287865325883025,642845.2285303436,68379.33333333331,8181.333333333332
1376376051,36881.69999999998,25660.328571428592,10.313954113425654,611960.8637084509,68369.0,7962.4
1376376351,112179.19999999966,20344.833333333354,10.963367006998377,626361.6012654583,68402.46666666667,8144.733333333333
1376376651,30412.42051282053,19903.887179487203,12.423074249832233,682135.1316816625,68394.6,9277.466666666667
1376376951,26803.666666666722,17788.49523809525,12.79312976772532,825604.753720367,90184.06666666668,8218.6
1376377251,35177.33333333332,19990.73333333335,13.23515003355383,731282.7531780265,68412.73333333334,9411.533333333336
1376377551,33689.77142857156,22244.76190476194,13.090181909692271,781239.0496897977,68387.8,12388.733333333335
1376377851,27834.09487179495,21790.00000000002,12.014162369722122,722387.2988208225,68370.66666666669,10467.133333333337
1376378151,32790.9666666667,23470.20000000003,11.095554117534277,628488.6283577798,68385.46666666666,9894.333333333334
1376378451,38626.03571428569,23122.544688644713,11.145970300909896,604319.0326345492,68384.66666666666,11907.8
1376378751,74533.2333333333,20504.8666666667,11.500689651040178,604439.77233247,68369.79999999999,20260.8
1376379051,82198.71978021959,26817.16501831503,12.075611159045144,615127.5895887259,68394.06666666665,71098.2
1376379351,90637.03589743549,20348.22820512823,12.39186011476781,665424.0358930099,68382.79999999999,61254.2
1376379651,101227.2666666664,24881.666666666668,11.845923209663502,708619.3518550467,68369.4,67333.46666666667
1376379951,128122.79999999964,32045.000000000047,12.252227734637135,743961.5165372443,56485.86666666666,70413.93333333332
1376380251,141451.0476190475,23528.304761904787,11.715104444855312,756709.2442910552,93233.46666666667,40862.5
1376380551,119643.39999999963,23871.60000000003,10.881492666091452,730990.2775956277,73373.6,76374.2
1376380851,148824.66886446887,30290.542490842516,10.922466685840291,645179.7644932013,68396.2,14865.066666666668
1376381151,59227.13333333321,28325.133333333404,12.205058239861973,670482.326143227,68386.0,15928.0
1376381451,80391.59999999987,27668.400000000012,12.89067143610394,702669.9113028485,68369.2,36461.4
1376381751,74884.55238095249,26882.43809523813,13.26324032417109,779146.2823780755,68457.33333333331,30874.53333333333
1376382051,75742.93333333326,24620.533333333366,13.023602123478103,725295.1372858374,68387.33333333334,37413.53333333333
1376382351,81735.53333333317,26947.266666666714,13.187490413191444,770009.1055507615,68369.86666666668,10677.133333333333
1376382651,130228.73333333284,31991.733333333388,12.754656792253849,852780.7861949942,69577.06666666668,11630.2
1376382951,125435.39999999938,26759.133333333364,13.520407319528326,764094.4190969231,70691.20000000001,10126.133333333333
1376383251,88219.33333333296,24876.466666666714,14.046324058096056,773787.2750071891,68369.86666666668,7963.800000000001
1376383551,124368.70018314986,27227.526923076948,13.476751660045448,847571.5155897298,68402.79999999999,7606.466666666667
1376383851,77309.8315018315,29437.775091575106,13.135428222194824,787607.6578495426,68379.93333333332,7373.733333333334
1376384151,50463.40512820508,25840.482051282073,13.158747192434655,833210.4033033403,68368.93333333332,14310.066666666668
1376384451,53533.733333333315,32361.266666666692,11.830671196433704,899318.3565142377,68401.79999999999,7334.0666666666675
1376384752,59957.576923076755,34681.88681318687,10.660042050270707,807702.1787229755,68384.4,13069.333333333332
1376385052,121929.1303030302,34973.19610389615,10.988305068050542,707642.0642552143,68369.59999999999,7957.333333333332
1376385352,42546.13333333332,40859.33333333332,11.244775189339473,724120.5799252226,68384.6,7985.666666666668
1376385652,64385.800000000105,29460.400000000034,12.016425198926274,667953.4655162501,68382.53333333333,9332.866666666667
1376385952,123463.31904761867,22648.504761904795,13.106366839229215,671312.6832819742,68371.26666666666,8551.466666666667
1376386252,99605.99999999965,30753.133333333357,12.995246740485078,728873.6980155305,68406.2,7095.333333333334
1376386552,123220.19432234396,34472.96446886452,12.708714560413219,740493.9050122154,79795.86666666668,8333.8
1376386852,95974.6168498167,48679.863003663006,12.310278164937344,786571.0110383132,68383.4,7531.866666666668
1376387152,100149.44487179449,39429.7935897436,12.143017230322911,820447.3014324757,68550.40000000001,7675.666666666668
1376387452,52821.49202464202,33490.30999001003,11.989677399702224,880625.0166273185,68381.66666666666,7332.0666666666675
1376387752,46449.06666666668,30360.13333333339,12.668231113987162,995342.1022720739,68370.53333333333,10611.0
1376388052,84318.9999999998,43823.60000000005,11.875653101332558,981542.3459304007,68406.06666666665,10370.666666666666
1376388352,58842.13809523816,51668.42380952381,11.194613839927701,883964.2826738983,68386.73333333334,16493.733333333334
1376388652,46839.579487179515,36115.37179487181,11.13181434434132,679907.9508417953,68370.59999999999,9274.2
1376388952,151957.7428571434,36441.10952380956,11.661737677527164,798310.7126011737,68384.66666666666,7420.0666666666675
1376389252,99047.3076923072,34596.96227106228,10.955044300800337,917827.6962557717,68381.66666666666,7444.666666666668
1376389552,69794.53333333343,31452.800000000036,11.544684114658237,861059.1666379056,103392.4,8538.333333333334
1376389852,65012.666666666584,39058.40000000004,12.386495182628707,870182.0909979864,121042.26666666663,9995.866666666667
1376390152,69393.8333333333,48736.86666666667,11.91486572933772,929694.7331691285,148115.13333333333,11260.066666666666
1376390452,69414.26666666665,52771.86666666669,10.871627753831444,841176.0370114932,121084.46666666667,12080.933333333334
1376390752,58030.866666666596,54513.06666666674,11.05167205459772,821357.8779310338,148359.8,10645.6
1376391052,66273.59999999995,59221.4,11.067717313218393,752101.527586207,132431.86666666667,9146.066666666666
1376391352,151027.73333333316,49902.26666666665,11.11609734195404,835592.6519540227,146156.3333333333,14686.666666666664
1376391652,91295.06666666629,44071.466666666696,11.670844707854402,881942.4593103458,118796.13333333332,11374.733333333335
1376391952,101838.46666666631,48966.73333333335,12.651529915845671,883115.0326436791,132055.13333333333,12109.333333333332
1376392252,61277.26666666664,43318.46666666667,12.330536997126446,950725.1731034482,154598.0,9378.466666666667
1376392552,66021.77619047626,41028.00952380956,11.148706639983585,973382.487684728,147874.06666666665,16049.933333333332
1376392853,38853.277289377314,31841.93278388282,10.603613320348236,882463.1013995196,130983.13333333336,8566.333333333332
1376393153,171138.0166666677,39987.90238095238,11.599886169266567,795843.7227504106,68370.2,9030.333333333334
1376393453,101306.1999999997,45924.19999999999,11.331683514641492,988829.7572413785,68385.13333333332,10514.266666666666
1376393753,65659.40000000001,44708.86666666672,11.382729286398487,877444.7696551738,68380.66666666666,11331.533333333335
1376394053,65923.28095238084,35579.21904761908,12.619864703065145,846277.2219540229,68369.73333333334,11292.266666666665
1376394353,43527.79999999998,38719.86666666672,11.205885102099533,1015704.2215703186,68384.73333333334,13478.066666666666
1376394653,55927.26666666665,48689.466666666674,9.869086736650372,817545.5668679903,68381.0,12443.533333333333
1376394953,33285.48333333339,30527.216666666744,11.050964929400019,603340.5938452694,152043.33333333337,8201.6
